transaction_id,amount,transaction_hour,merchant_category,device_type,location,failed_attempts,account_age_days,is_fraud,iqr_anomaly
TXN001991,387.8,13,Travel,Android,Hyderabad,0,2589,0,0
TXN001992,366.92,0,Food,Android,Pune,0,2575,0,0
TXN001993,618.13,12,Shopping,Android,Mumbai,1,2762,0,0
TXN001994,347.22,2,Bills,Android,Chennai,1,2772,0,0
TXN001995,226.27,20,Shopping,iOS,Hyderabad,0,1093,0,0
TXN001996,536.02,5,Shopping,Android,Bangalore,0,2349,0,0
TXN001997,143.76,18,Entertainment,iOS,Chennai,0,2801,0,0
TXN001998,51.51,14,Bills,Web,Mumbai,1,2237,0,0
TXN001999,122.04,3,Entertainment,Android,Delhi,0,2112,0,0
TXN002000,60.71,20,Food,iOS,Hyderabad,0,2909,0,0
TXN002001,66.01,2,Other,Android,Chennai,0,2013,1,0
TXN002002,124.78,3,Food,Android,Chennai,0,2503,1,0
TXN002003,57.35,4,Bills,iOS,Bangalore,1,2198,0,0
TXN002004,102.56,17,Travel,iOS,Hyderabad,0,1487,0,0
TXN002005,15.3,9,Food,Android,Delhi,0,2493,0,0
TXN002006,191.7,7,Shopping,Android,Chennai,1,315,0,0
TXN002007,148.63,11,Bills,Web,Bangalore,0,1008,0,0
TXN002008,55.67,21,Bills,iOS,Hyderabad,0,434,0,0
TXN002009,327.37,2,Food,Android,Hyderabad,0,517,0,0
TXN002010,457.18,17,Food,Android,Delhi,1,1284,0,0
TXN002011,21.56,22,Entertainment,Android,Bangalore,0,1153,0,0
TXN002012,59.43,7,Entertainment,Android,Delhi,0,2007,0,0
TXN002013,58.97,0,Shopping,Android,Chennai,1,2822,0,0
TXN002014,48.04,13,Bills,Android,Pune,1,1055,0,0
TXN002015,401.57,21,Travel,Android,Mumbai,0,1562,0,0
TXN002016,117.61,22,Travel,iOS,Mumbai,0,557,0,0
TXN002017,108.05,12,Bills,Android,Delhi,1,2810,0,0
TXN002018,13.4,11,Shopping,iOS,Delhi,0,2772,0,0
TXN002019,318.14,2,Entertainment,Android,Pune,1,2476,0,0
TXN002020,33.55,17,Entertainment,Android,Pune,0,276,0,0
TXN002021,159.48,20,Entertainment,Android,Pune,0,2018,0,0
TXN002022,207.03,12,Travel,iOS,Pune,0,657,0,0
TXN002023,759.6,14,Travel,Android,Mumbai,0,2146,0,1
TXN002024,30.86,9,Shopping,Android,Chennai,1,1975,0,0
TXN002025,3.96,0,Travel,Android,Pune,0,2641,0,0
TXN002026,185.05,5,Food,Android,Pune,0,426,0,0
TXN002027,1287.7,8,Travel,Android,Delhi,0,637,0,1
TXN002028,656.38,9,Entertainment,iOS,Pune,1,2362,0,0
TXN002029,190.87,14,Shopping,Android,Chennai,2,2223,0,0
TXN002030,82.27,8,Bills,iOS,Chennai,0,2463,0,0
TXN002031,390.94,22,Bills,Web,Bangalore,0,1336,0,0
TXN002032,46.14,13,Shopping,Android,Chennai,0,327,0,0
TXN002033,262.86,10,Food,iOS,Pune,0,1760,0,0
TXN002034,272.21,6,Bills,iOS,Hyderabad,0,1574,0,0
TXN002035,529.67,23,Entertainment,Web,Pune,0,2592,0,0
TXN002036,4070.79,1,Bills,Android,Mumbai,1,1091,1,1
TXN002037,237.67,13,Bills,iOS,Mumbai,0,1512,0,0
TXN002038,80.58,5,Entertainment,Web,Delhi,1,1123,0,0
TXN002039,143.93,4,Travel,Android,Delhi,0,2658,0,0
TXN002040,17.76,4,Food,Android,Bangalore,0,699,0,0
TXN002041,64.48,18,Entertainment,Web,Pune,0,811,0,0
TXN002042,90.82,18,Entertainment,iOS,Bangalore,0,2079,0,0
TXN002043,79.13,5,Other,Android,Hyderabad,0,2919,0,0
TXN002044,178.19,9,Shopping,iOS,Delhi,0,112,0,0
TXN002045,55.32,22,Food,Android,Mumbai,0,384,0,0
TXN002046,569.77,13,Travel,Android,Hyderabad,0,1839,0,0
TXN002047,148.45,16,Other,Android,Delhi,0,2020,0,0
TXN002048,146.77,2,Entertainment,iOS,Hyderabad,0,170,0,0
TXN002049,100.14,0,Other,iOS,Pune,0,1861,0,0
TXN002050,178.79,9,Travel,Android,Chennai,1,2677,0,0
TXN002051,399.46,2,Other,iOS,Chennai,0,2031,0,0
TXN002052,52.43,4,Other,Android,Hyderabad,1,1987,0,0
TXN002053,67.37,18,Other,iOS,Delhi,0,1449,0,0
TXN002054,103.08,9,Entertainment,Android,Chennai,1,864,0,0
TXN002055,29.52,15,Entertainment,Android,Chennai,1,2870,0,0
TXN002056,55.53,0,Shopping,iOS,Hyderabad,0,960,0,0
TXN002057,83.81,5,Bills,Android,Chennai,0,941,0,0
TXN002058,423.8,8,Food,iOS,Pune,0,2318,0,0
TXN002059,203.38,4,Shopping,Android,Mumbai,0,2701,0,0
TXN002060,187.22,13,Travel,Android,Chennai,1,1354,0,0
TXN002061,412.02,9,Other,Android,Pune,1,1046,0,0
TXN002062,125.86,1,Entertainment,iOS,Hyderabad,1,1205,0,0
TXN002063,237.12,4,Other,Android,Chennai,0,1050,1,0
TXN002064,131.12,0,Entertainment,iOS,Chennai,0,1015,0,0
TXN002065,204.06,9,Food,iOS,Bangalore,0,1931,0,0
TXN002066,73.75,21,Shopping,Android,Hyderabad,0,2983,0,0
TXN002067,7.95,8,Shopping,Android,Hyderabad,0,816,0,0
TXN002068,126.33,2,Travel,Android,Pune,0,2291,0,0
TXN002069,818.36,14,Shopping,Web,Bangalore,0,2869,0,1
TXN002070,451.0,3,Shopping,Android,Bangalore,0,1242,0,0
TXN002071,472.71,12,Bills,Android,Pune,1,2210,0,0
TXN002072,654.16,5,Food,Android,Mumbai,0,2157,0,0
TXN002073,165.07,19,Other,iOS,Chennai,1,130,0,0
TXN002074,188.06,16,Shopping,iOS,Delhi,2,1411,0,0
TXN002075,70.73,22,Travel,Web,Delhi,1,2041,0,0
TXN002076,101.57,4,Other,iOS,Bangalore,1,1577,0,0
TXN002077,310.73,14,Entertainment,Android,Hyderabad,0,664,0,0
TXN002078,629.33,7,Shopping,Android,Hyderabad,1,1418,0,0
TXN002079,125.55,4,Shopping,iOS,Pune,0,216,0,0
TXN002080,86.47,23,Other,Web,Mumbai,0,1405,0,0
TXN002081,148.51,12,Entertainment,Android,Delhi,0,2283,0,0
TXN002082,305.35,0,Bills,Android,Pune,1,2960,0,0
TXN002083,26.24,0,Food,iOS,Pune,1,76,1,0
TXN002084,9.44,6,Bills,Android,Hyderabad,0,2898,0,0
TXN002085,76.66,21,Travel,Android,Mumbai,0,2176,0,0
TXN002086,34.3,4,Other,Web,Mumbai,2,2582,0,0
TXN002087,80.66,13,Shopping,iOS,Bangalore,3,1786,0,0
TXN002088,124.3,14,Bills,Android,Delhi,1,452,0,0
TXN002089,86.15,20,Food,Android,Mumbai,0,1643,0,0
TXN002090,848.07,16,Travel,Android,Mumbai,2,1006,0,1
TXN002091,219.66,23,Bills,Web,Mumbai,1,2294,0,0
TXN002092,212.85,17,Shopping,Web,Delhi,0,2251,0,0
TXN002093,313.14,6,Food,iOS,Bangalore,0,2518,0,0
TXN002094,37.84,21,Shopping,Android,Chennai,1,2183,0,0
TXN002095,516.43,17,Shopping,Android,Hyderabad,0,1730,0,0
TXN002096,135.52,18,Travel,iOS,Pune,0,2488,0,0
TXN002097,331.81,19,Food,Android,Pune,1,1466,0,0
TXN002098,41.01,6,Entertainment,iOS,Delhi,1,142,0,0
TXN002099,23.0,7,Shopping,iOS,Delhi,0,175,0,0
TXN002100,396.02,12,Food,Android,Pune,0,2721,0,0
TXN002101,233.15,17,Shopping,Web,Delhi,1,2613,0,0
TXN002102,50.28,23,Bills,Android,Chennai,0,2375,0,0
TXN002103,52.27,10,Bills,iOS,Hyderabad,1,2265,0,0
TXN002104,572.79,8,Food,Android,Hyderabad,0,2188,0,0
TXN002105,35.61,22,Travel,iOS,Mumbai,0,85,0,0
TXN002106,1065.51,0,Entertainment,iOS,Pune,0,610,0,1
TXN002107,50.36,21,Bills,Android,Pune,0,559,0,0
TXN002108,319.28,7,Travel,Android,Pune,0,478,0,0
TXN002109,100.05,20,Entertainment,Android,Mumbai,0,1966,0,0
TXN002110,306.07,11,Bills,Android,Pune,0,1216,0,0
TXN002111,77.25,1,Entertainment,iOS,Bangalore,0,1697,0,0
TXN002112,122.08,14,Other,Android,Delhi,0,248,0,0
TXN002113,155.88,20,Shopping,Android,Bangalore,0,921,1,0
TXN002114,44.58,23,Food,Android,Delhi,1,360,0,0
TXN002115,361.04,17,Bills,iOS,Hyderabad,1,1192,0,0
TXN002116,80.17,16,Bills,iOS,Pune,0,2581,0,0
TXN002117,112.81,14,Shopping,Android,Bangalore,0,1409,0,0
TXN002118,45.01,19,Bills,iOS,Hyderabad,0,2358,0,0
TXN002119,6.86,19,Bills,iOS,Mumbai,0,873,0,0
TXN002120,118.01,8,Other,Android,Pune,0,41,0,0
TXN002121,2684.2,2,Bills,iOS,Hyderabad,1,1998,1,1
TXN002122,380.51,19,Bills,Android,Chennai,0,2642,0,0
TXN002123,145.02,18,Bills,Android,Bangalore,1,1149,1,0
TXN002124,108.26,17,Travel,Android,Pune,0,261,0,0
TXN002125,152.47,19,Bills,Android,Pune,0,1831,0,0
TXN002126,286.16,7,Shopping,iOS,Delhi,1,1165,0,0
TXN002127,35.98,0,Other,Android,Hyderabad,0,1968,0,0
TXN002128,565.2,23,Bills,Android,Pune,0,1100,0,0
TXN002129,350.18,23,Entertainment,Android,Pune,0,2331,0,0
TXN002130,351.36,14,Other,iOS,Bangalore,0,1572,0,0
TXN002131,251.18,18,Other,iOS,Delhi,0,1909,0,0
TXN002132,151.95,9,Entertainment,Android,Pune,0,1476,0,0
TXN002133,332.76,11,Shopping,iOS,Pune,2,2365,0,0
TXN002134,301.92,5,Travel,Web,Bangalore,0,1359,0,0
TXN002135,97.04,12,Shopping,Android,Bangalore,0,1968,0,0
TXN002136,74.57,3,Travel,iOS,Chennai,0,2451,0,0
TXN002137,167.71,12,Food,Android,Hyderabad,0,224,0,0
TXN002138,952.25,16,Entertainment,Android,Chennai,0,1974,0,1
TXN002139,33.55,0,Other,Android,Mumbai,0,1059,0,0
TXN002140,25.51,4,Other,Android,Pune,0,1534,0,0
TXN002141,180.86,23,Other,Web,Bangalore,0,894,0,0
TXN002142,157.76,16,Entertainment,Android,Hyderabad,0,2220,0,0
TXN002143,182.73,17,Entertainment,iOS,Mumbai,0,2780,0,0
TXN002144,198.89,6,Travel,Android,Pune,1,1713,0,0
TXN002145,113.54,15,Other,iOS,Mumbai,2,2248,0,0
TXN002146,886.99,7,Shopping,Android,Chennai,1,519,0,1
TXN002147,21.73,11,Travel,iOS,Mumbai,0,2173,0,0
TXN002148,54.92,13,Other,Android,Delhi,1,1248,0,0
TXN002149,131.12,18,Entertainment,iOS,Delhi,0,2337,0,0
TXN002150,20.66,10,Entertainment,iOS,Delhi,0,1289,0,0
TXN002151,120.18,11,Entertainment,iOS,Pune,0,2072,0,0
TXN002152,1089.82,12,Other,Android,Mumbai,1,1571,0,1
TXN002153,152.18,7,Entertainment,Android,Pune,0,1814,0,0
TXN002154,195.75,0,Food,iOS,Pune,1,81,1,0
TXN002155,32.71,8,Entertainment,Android,Bangalore,3,816,0,0
TXN002156,70.84,1,Other,Android,Hyderabad,1,151,1,0
TXN002157,94.61,13,Travel,Android,Delhi,0,1591,0,0
TXN002158,101.37,12,Entertainment,Android,Delhi,0,1869,0,0
TXN002159,690.88,15,Bills,Android,Delhi,0,2772,0,0
TXN002160,289.81,1,Food,iOS,Chennai,1,2166,0,0
TXN002161,39.11,3,Other,Android,Chennai,0,1496,1,0
TXN002162,199.5,11,Entertainment,Android,Delhi,0,67,0,0
TXN002163,269.85,15,Bills,Android,Delhi,1,113,0,0
TXN002164,583.0,9,Other,Android,Pune,0,1954,1,0
TXN002165,988.95,2,Travel,iOS,Chennai,0,1991,0,1
TXN002166,43.9,3,Food,Android,Hyderabad,0,1039,0,0
TXN002167,56.09,5,Entertainment,iOS,Bangalore,0,2786,0,0
TXN002168,32.82,22,Travel,Android,Hyderabad,0,768,0,0
TXN002169,112.08,4,Other,Android,Pune,1,1056,0,0
TXN002170,259.73,17,Bills,Android,Bangalore,0,1862,1,0
TXN002171,485.32,2,Other,Android,Mumbai,1,701,0,0
TXN002172,135.48,9,Other,iOS,Mumbai,0,59,0,0
TXN002173,101.11,10,Food,Android,Hyderabad,1,657,0,0
TXN002174,178.06,18,Entertainment,iOS,Chennai,1,1220,0,0
TXN002175,54.48,13,Travel,Web,Delhi,0,122,0,0
TXN002176,1821.56,20,Food,iOS,Mumbai,0,2295,0,1
TXN002177,21.56,10,Bills,Android,Pune,0,1241,0,0
TXN002178,185.25,20,Entertainment,Android,Chennai,0,1001,1,0
TXN002179,1682.99,3,Food,Web,Chennai,0,1775,1,1
TXN002180,149.63,23,Bills,iOS,Bangalore,0,915,0,0
TXN002181,118.15,21,Bills,iOS,Mumbai,2,727,0,0
TXN002182,96.65,5,Travel,Android,Hyderabad,0,2359,0,0
TXN002183,119.53,16,Other,iOS,Pune,1,1004,0,0
TXN002184,770.79,21,Bills,iOS,Chennai,0,418,0,1
TXN002185,10.44,18,Bills,Android,Hyderabad,0,958,0,0
TXN002186,934.6,12,Other,iOS,Hyderabad,0,2950,0,1
TXN002187,26.88,21,Shopping,Android,Pune,0,2214,0,0
TXN002188,107.77,9,Bills,Android,Mumbai,1,317,0,0
TXN002189,88.67,10,Entertainment,iOS,Pune,0,1386,0,0
TXN002190,300.75,5,Food,Android,Hyderabad,0,648,0,0
TXN002191,21.81,1,Other,Android,Hyderabad,1,441,0,0
TXN002192,258.43,0,Other,Android,Delhi,0,436,0,0
TXN002193,1684.41,10,Other,Android,Pune,1,629,0,1
TXN002194,28.91,15,Entertainment,Android,Hyderabad,0,2054,0,0
TXN002195,186.35,2,Other,Web,Delhi,0,1178,0,0
TXN002196,67.06,4,Entertainment,Android,Mumbai,1,2044,0,0
TXN002197,247.41,14,Travel,Android,Hyderabad,0,2699,0,0
TXN002198,151.86,14,Shopping,iOS,Chennai,0,1883,0,0
TXN002199,68.73,3,Other,Android,Pune,0,1375,0,0
TXN002200,266.52,22,Shopping,Android,Hyderabad,0,1787,0,0
TXN002201,1293.64,3,Other,Android,Delhi,1,1550,0,1
TXN002202,118.03,7,Entertainment,Android,Chennai,1,2146,0,0
TXN002203,352.03,6,Food,Android,Mumbai,1,2773,0,0
TXN002204,31.44,16,Shopping,Android,Pune,1,2572,0,0
TXN002205,47.1,14,Shopping,Android,Bangalore,1,913,0,0
TXN002206,261.62,4,Entertainment,iOS,Bangalore,0,1729,0,0
TXN002207,880.9,12,Shopping,Android,Delhi,0,2369,0,1
TXN002208,227.41,3,Travel,Web,Mumbai,1,1572,1,0
TXN002209,101.93,21,Entertainment,iOS,Mumbai,0,2810,0,0
TXN002210,148.29,16,Shopping,Android,Hyderabad,0,445,0,0
TXN002211,33.1,21,Shopping,Web,Bangalore,2,1272,1,0
TXN002212,306.56,16,Shopping,Android,Hyderabad,0,926,0,0
TXN002213,427.86,13,Entertainment,Android,Mumbai,0,447,0,0
TXN002214,86.27,13,Food,Android,Delhi,0,592,1,0
TXN002215,84.43,16,Bills,iOS,Delhi,0,1473,1,0
TXN002216,204.19,7,Other,Android,Chennai,0,1975,0,0
TXN002217,87.88,1,Shopping,Android,Delhi,0,2804,0,0
TXN002218,137.09,12,Bills,Android,Bangalore,1,1214,0,0
TXN002219,1843.95,21,Bills,iOS,Chennai,0,2078,1,1
TXN002220,110.34,15,Shopping,Android,Bangalore,1,1120,1,0
TXN002221,96.54,15,Shopping,Android,Hyderabad,0,192,1,0
TXN002222,68.23,5,Other,Android,Hyderabad,0,344,0,0
TXN002223,362.5,21,Bills,iOS,Delhi,0,362,0,0
TXN002224,119.41,23,Food,Android,Chennai,1,554,0,0
TXN002225,68.08,3,Bills,Android,Bangalore,1,2133,0,0
TXN002226,724.56,2,Food,iOS,Bangalore,0,2466,0,0
TXN002227,815.27,5,Travel,Android,Mumbai,0,622,0,1
TXN002228,72.2,3,Food,iOS,Delhi,0,1767,0,0
TXN002229,15.8,17,Other,Web,Pune,0,760,0,0
TXN002230,497.21,5,Entertainment,iOS,Hyderabad,0,556,0,0
TXN002231,65.26,4,Shopping,Android,Pune,0,153,0,0
TXN002232,383.27,8,Travel,Android,Mumbai,0,1750,0,0
TXN002233,13.96,10,Bills,Android,Hyderabad,1,2471,0,0
TXN002234,433.16,5,Food,Web,Hyderabad,0,733,0,0
TXN002235,34.69,15,Travel,Web,Bangalore,1,938,0,0
TXN002236,356.71,18,Entertainment,Android,Hyderabad,0,2989,0,0
TXN002237,150.98,10,Food,iOS,Chennai,1,1023,1,0
TXN002238,47.24,20,Other,iOS,Hyderabad,0,357,0,0
TXN002239,91.06,14,Bills,Android,Chennai,0,1596,0,0
TXN002240,338.18,23,Bills,Android,Hyderabad,0,2644,0,0
TXN002241,168.52,8,Food,Android,Mumbai,0,1017,0,0
TXN002242,299.25,23,Entertainment,Android,Bangalore,0,484,1,0
TXN002243,1590.38,18,Shopping,iOS,Mumbai,0,2751,0,1
TXN002244,22.71,18,Shopping,Web,Bangalore,0,766,0,0
TXN002245,1033.45,23,Bills,Android,Mumbai,1,1185,0,1
TXN002246,168.21,8,Entertainment,Android,Delhi,0,2004,0,0
TXN002247,50.47,22,Bills,Android,Hyderabad,1,131,0,0
TXN002248,30.07,3,Shopping,iOS,Hyderabad,0,1911,0,0
TXN002249,118.28,9,Bills,iOS,Delhi,0,1284,0,0
TXN002250,448.53,8,Food,Android,Delhi,3,1927,0,0
TXN002251,127.35,18,Other,iOS,Chennai,0,2648,0,0
TXN002252,909.95,14,Food,Android,Mumbai,0,838,0,1
TXN002253,26.01,18,Other,Android,Hyderabad,1,1271,0,0
TXN002254,146.28,1,Entertainment,Web,Chennai,0,2445,0,0
TXN002255,33.02,9,Shopping,Android,Pune,0,120,0,0
TXN002256,229.6,18,Entertainment,Android,Hyderabad,0,1791,0,0
TXN002257,430.21,16,Entertainment,Android,Delhi,0,1422,0,0
TXN002258,89.58,19,Shopping,Android,Chennai,0,2216,1,0
TXN002259,6.52,23,Travel,iOS,Pune,0,2191,0,0
TXN002260,188.43,20,Travel,iOS,Chennai,0,2099,0,0
TXN002261,250.66,1,Bills,iOS,Chennai,0,1076,0,0
TXN002262,241.09,18,Travel,Android,Mumbai,0,1118,0,0
TXN002263,653.89,16,Food,Android,Pune,0,489,0,0
TXN002264,41.05,17,Other,Android,Chennai,0,1763,0,0
TXN002265,335.71,16,Entertainment,iOS,Hyderabad,1,143,0,0
TXN002266,620.8,1,Bills,Android,Mumbai,0,1934,0,0
TXN002267,17.56,18,Entertainment,iOS,Hyderabad,0,1550,0,0
TXN002268,217.8,0,Shopping,Android,Pune,0,1535,0,0
TXN002269,81.04,10,Travel,Android,Chennai,0,2617,0,0
TXN002270,134.58,9,Shopping,Android,Chennai,1,950,0,0
TXN002271,225.25,4,Bills,Web,Pune,2,2334,0,0
TXN002272,82.71,15,Other,Android,Hyderabad,0,1338,0,0
TXN002273,65.97,23,Food,Android,Bangalore,0,1099,0,0
TXN002274,154.62,4,Travel,Android,Chennai,0,1898,0,0
TXN002275,40.26,23,Shopping,Android,Chennai,1,681,0,0
TXN002276,40.33,22,Other,Android,Mumbai,0,485,0,0
TXN002277,335.37,11,Travel,Android,Hyderabad,0,2756,0,0
TXN002278,37.39,3,Entertainment,Android,Chennai,0,421,0,0
TXN002279,330.16,22,Food,Android,Hyderabad,0,2543,0,0
TXN002280,258.56,5,Other,Android,Mumbai,0,441,0,0
TXN002281,18.71,18,Travel,Android,Hyderabad,1,1212,0,0
TXN002282,65.82,8,Food,iOS,Hyderabad,0,940,0,0
TXN002283,621.99,11,Other,Android,Mumbai,0,2009,0,0
TXN002284,45.72,14,Entertainment,Android,Chennai,2,580,0,0
TXN002285,85.01,15,Entertainment,Android,Hyderabad,0,1667,0,0
TXN002286,258.39,12,Shopping,Android,Bangalore,0,1901,0,0
TXN002287,379.96,20,Bills,iOS,Chennai,0,2549,0,0
TXN002288,109.74,23,Shopping,iOS,Mumbai,0,1970,0,0
TXN002289,72.46,6,Food,iOS,Delhi,1,805,0,0
TXN002290,817.98,22,Shopping,Android,Pune,0,2887,0,1
TXN002291,1195.93,19,Other,Android,Bangalore,1,472,0,1
TXN002292,480.41,3,Travel,Android,Chennai,0,2542,0,0
TXN002293,164.41,10,Other,Android,Pune,0,1388,0,0
TXN002294,56.27,7,Shopping,Android,Mumbai,0,2923,0,0
TXN002295,54.79,5,Bills,Android,Bangalore,1,945,0,0
TXN002296,277.83,9,Other,iOS,Chennai,0,2685,0,0
TXN002297,245.2,6,Other,Android,Pune,0,2819,1,0
TXN002298,797.85,6,Other,Web,Delhi,0,573,0,1
TXN002299,323.93,3,Bills,Android,Chennai,0,929,1,0
TXN002300,24.44,2,Other,iOS,Delhi,0,674,0,0
TXN002301,524.44,23,Food,Android,Delhi,1,1288,1,0
TXN002302,44.81,6,Entertainment,iOS,Hyderabad,0,2921,0,0
TXN002303,93.62,3,Bills,Android,Mumbai,0,1800,0,0
TXN002304,200.38,12,Food,Android,Hyderabad,0,52,0,0
TXN002305,1627.5,19,Bills,Android,Delhi,0,2814,0,1
TXN002306,6197.51,16,Bills,Web,Mumbai,0,173,0,1
TXN002307,307.37,6,Entertainment,Web,Mumbai,0,2383,0,0
TXN002308,119.12,16,Travel,Android,Mumbai,0,2569,0,0
TXN002309,281.86,3,Food,iOS,Bangalore,0,1448,0,0
TXN002310,430.6,10,Bills,Android,Chennai,1,613,0,0
TXN002311,101.01,2,Bills,Android,Delhi,0,1101,0,0
TXN002312,1279.54,10,Shopping,Android,Mumbai,0,2623,0,1
TXN002313,195.6,2,Other,Web,Pune,0,2482,0,0
TXN002314,269.7,11,Travel,Android,Bangalore,0,2843,0,0
TXN002315,330.01,0,Entertainment,Android,Bangalore,1,1628,0,0
TXN002316,246.14,3,Food,Android,Pune,0,1155,0,0
TXN002317,406.15,13,Bills,Android,Delhi,0,1582,0,0
TXN002318,70.76,0,Other,Android,Hyderabad,0,270,0,0
TXN002319,75.95,13,Food,Android,Bangalore,0,1309,0,0
TXN002320,39.64,12,Entertainment,Android,Delhi,0,2000,0,0
TXN002321,251.49,12,Travel,Android,Bangalore,1,2438,0,0
TXN002322,377.94,23,Shopping,Android,Delhi,0,2144,0,0
TXN002323,257.06,14,Travel,Android,Mumbai,0,2357,0,0
TXN002324,1106.98,16,Shopping,iOS,Hyderabad,0,1459,0,1
TXN002325,147.42,11,Food,Android,Pune,0,807,0,0
TXN002326,331.12,21,Travel,iOS,Bangalore,1,1058,0,0
TXN002327,40.04,22,Travel,Android,Pune,0,2620,0,0
TXN002328,93.27,13,Travel,Android,Bangalore,3,1320,0,0
TXN002329,341.94,11,Entertainment,Android,Bangalore,2,2640,0,0
TXN002330,411.14,17,Food,iOS,Chennai,2,1812,0,0
TXN002331,104.3,3,Shopping,iOS,Chennai,0,2125,0,0
TXN002332,136.19,13,Travel,Android,Pune,1,2411,0,0
TXN002333,24.01,18,Food,Android,Mumbai,0,2059,0,0
TXN002334,96.7,12,Other,iOS,Bangalore,1,1697,0,0
TXN002335,432.01,22,Entertainment,Android,Hyderabad,0,165,0,0
TXN002336,295.97,17,Entertainment,iOS,Chennai,0,548,0,0
TXN002337,270.64,10,Other,Android,Delhi,0,2196,0,0
TXN002338,157.55,5,Food,iOS,Delhi,2,371,1,0
TXN002339,149.68,8,Shopping,Android,Delhi,0,1032,0,0
TXN002340,67.2,11,Food,Android,Mumbai,0,2704,0,0
TXN002341,343.3,18,Food,iOS,Bangalore,0,2241,0,0
TXN002342,245.96,13,Bills,Android,Bangalore,1,314,0,0
TXN002343,267.85,14,Entertainment,Android,Pune,0,993,0,0
TXN002344,78.95,10,Shopping,Android,Chennai,2,1651,0,0
TXN002345,11.2,5,Bills,Android,Delhi,0,1754,0,0
TXN002346,553.68,13,Other,Android,Mumbai,0,406,0,0
TXN002347,83.55,2,Food,Web,Pune,0,82,1,0
TXN002348,52.7,18,Other,iOS,Hyderabad,2,357,0,0
TXN002349,341.1,19,Entertainment,Android,Bangalore,1,2418,0,0
TXN002350,92.72,10,Bills,iOS,Bangalore,0,2604,0,0
TXN002351,529.49,23,Bills,Android,Mumbai,0,668,0,0
TXN002352,311.19,16,Shopping,iOS,Pune,2,1633,0,0
TXN002353,337.07,16,Food,Android,Pune,0,535,0,0
TXN002354,28.81,22,Shopping,iOS,Chennai,0,897,0,0
TXN002355,635.45,2,Bills,iOS,Mumbai,1,733,0,0
TXN002356,203.06,13,Bills,iOS,Pune,0,2255,0,0
TXN002357,95.28,6,Shopping,Android,Chennai,1,997,0,0
TXN002358,176.28,18,Bills,Android,Pune,0,588,0,0
TXN002359,17.61,2,Travel,Android,Bangalore,1,938,0,0
TXN002360,242.35,1,Entertainment,Android,Chennai,0,2731,0,0
TXN002361,43.15,16,Food,Android,Pune,0,38,0,0
TXN002362,29.28,8,Entertainment,iOS,Chennai,0,1465,0,0
TXN002363,23.88,21,Food,iOS,Chennai,0,963,0,0
TXN002364,564.1,5,Bills,Android,Pune,0,2601,0,0
TXN002365,69.75,23,Shopping,Android,Chennai,0,1657,0,0
TXN002366,934.93,20,Shopping,iOS,Delhi,0,306,0,1
TXN002367,78.03,8,Bills,iOS,Delhi,0,2516,0,0
TXN002368,19.13,4,Food,Android,Pune,0,1091,0,0
TXN002369,38.87,1,Bills,Android,Delhi,0,2897,0,0
TXN002370,653.91,21,Food,iOS,Delhi,0,1847,0,0
TXN002371,123.09,14,Bills,iOS,Mumbai,0,1843,0,0
TXN002372,76.87,8,Bills,Android,Hyderabad,0,464,0,0
TXN002373,179.83,18,Bills,iOS,Pune,0,1297,0,0
TXN002374,271.01,9,Shopping,iOS,Chennai,0,869,0,0
TXN002375,567.29,3,Food,Android,Mumbai,1,2821,0,0
TXN002376,844.04,9,Other,iOS,Pune,0,1226,0,1
TXN002377,96.38,7,Bills,Android,Delhi,0,2328,0,0
TXN002378,30.23,21,Entertainment,iOS,Chennai,0,661,0,0
TXN002379,90.36,12,Entertainment,Android,Hyderabad,0,1395,0,0
TXN002380,202.82,6,Shopping,Android,Pune,0,2922,0,0
TXN002381,46.69,6,Travel,iOS,Chennai,1,1986,0,0
TXN002382,47.06,3,Other,iOS,Bangalore,0,43,1,0
TXN002383,224.2,14,Shopping,Web,Bangalore,0,2351,0,0
TXN002384,140.0,11,Travel,Android,Pune,0,2430,0,0
TXN002385,154.37,15,Shopping,Android,Mumbai,1,1188,0,0
TXN002386,59.73,5,Entertainment,Web,Hyderabad,0,1753,0,0
TXN002387,112.56,8,Bills,iOS,Mumbai,0,2519,0,0
TXN002388,48.96,2,Food,Web,Chennai,1,1432,0,0
TXN002389,431.92,7,Bills,Android,Hyderabad,0,596,0,0
TXN002390,514.04,6,Entertainment,Android,Pune,0,831,0,0
TXN002391,16.19,3,Food,Android,Mumbai,0,156,0,0
TXN002392,48.65,12,Travel,iOS,Chennai,0,1824,0,0
TXN002393,24.63,18,Travel,iOS,Delhi,0,1048,0,0
TXN002394,68.03,6,Entertainment,Android,Chennai,1,1989,0,0
TXN002395,134.27,9,Food,Android,Mumbai,0,1897,0,0
TXN002396,26.06,11,Bills,Android,Pune,2,2898,0,0
TXN002397,49.1,2,Entertainment,iOS,Pune,0,1588,0,0
TXN002398,44.49,23,Travel,Android,Hyderabad,1,1253,0,0
TXN002399,190.32,11,Entertainment,iOS,Hyderabad,0,724,0,0
TXN002400,161.29,18,Bills,Android,Delhi,0,768,0,0
TXN002401,62.42,14,Shopping,Android,Mumbai,0,2700,0,0
TXN002402,183.49,7,Other,Android,Pune,1,108,0,0
TXN002403,77.01,11,Other,iOS,Pune,0,1810,0,0
